CG_PROD,DES_PROD,CANT,FE_ENTREGA,FE_EMIT,FE_CIERRE,PEDIDO,FECHA_PREVISTA_FABRICACION,FECHA_INICIO_REAL_FABRICACION,TOT_DOL
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:00.037,2022-01-06 14:39:52.960,58204,2022-01-06 00:00:00.000,2022-01-06 14:39:31.160,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:00.313,2022-02-10 13:54:48.847,58209,2022-02-10 07:33:46.103,2022-02-10 13:54:35.147,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:00.940,2022-02-10 13:55:09.923,58210,2022-02-10 07:33:46.103,2022-02-10 13:54:57.310,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:01.370,2022-02-10 13:55:34.163,58211,2022-02-10 07:33:46.103,2022-02-10 13:55:20.207,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:01.837,2022-02-10 13:55:55.320,58212,2022-02-10 07:33:46.103,2022-02-10 13:55:42.933,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:03.593,2022-02-10 13:56:16.323,58213,2022-02-10 07:33:46.103,2022-02-10 13:56:03.893,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:03.993,2022-02-10 13:56:44.753,58214,2022-02-10 07:33:46.103,2022-02-10 13:56:29.590,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:04.307,2022-02-10 13:57:10.963,58215,2022-02-10 07:33:46.103,2022-02-10 13:56:59.150,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-29,2021-10-19 07:17:04.733,2022-02-10 13:57:29.523,58216,2022-02-10 07:33:46.103,2022-02-10 13:57:18.707,85.0
1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,2021-11-29,2021-10-29 07:48:49.107,2021-12-10 08:39:54.500,58261,2021-12-10 00:00:00.000,2021-12-10 08:39:34.940,372.0
1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,2021-11-29,2021-10-29 07:48:50.340,2021-12-10 08:40:17.947,58262,2021-12-10 07:05:13.443,2021-12-10 08:40:02.567,372.0
1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,2021-11-29,2021-10-29 07:48:51.503,2021-12-10 08:40:45.000,58263,2021-12-10 07:05:13.443,2021-12-10 08:40:30.647,372.0
1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,2021-11-29,2021-10-29 07:48:52.610,2021-12-10 08:42:20.433,58264,2021-12-10 07:05:13.443,2021-12-10 08:42:02.840,372.0
1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,2021-11-29,2021-10-29 07:48:53.230,2021-12-10 08:41:07.340,58265,2021-12-10 07:05:13.443,2021-12-10 08:40:53.280,372.0
1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,2021-11-29,2021-10-29 07:48:53.653,2021-12-10 08:41:32.697,58266,2021-12-10 07:05:13.443,2021-12-10 08:41:19.397,372.0
1816X8M7HAM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H)",1.0,2021-11-29,2021-10-29 07:48:54.403,2021-12-10 08:41:54.090,58267,2021-12-10 07:05:13.443,2021-12-10 08:41:40.007,372.0
3515R2Z1,AC/R-350 BSP H-H Punta eje libre g.indist.,1.0,2021-11-29,2021-10-20 07:03:34.950,2021-12-16 13:44:41.463,58221,2021-12-16 08:39:43.463,2021-12-16 13:44:25.640,597.6
1816X7M7HAM1110,"1800 1/2""x3/4"" BSP(M)xBSP(H)",1.0,2021-11-28,2021-11-01 10:09:15.810,2021-12-10 10:00:11.500,58277,2021-12-10 07:05:13.443,2021-12-10 09:59:56.173,625.6
1816X7M7HAM1110,"1800 1/2""x3/4"" BSP(M)xBSP(H)",1.0,2021-11-28,2021-11-01 10:09:16.283,2021-12-10 10:00:32.257,58278,2021-12-10 07:05:13.443,2021-12-10 10:00:19.060,625.6
1827XZC7HAM1214,"1800 1""x1.1/2"" CLAMPxBSP(H)",1.0,2021-11-28,2021-11-01 10:09:16.743,2021-12-29 14:01:25.473,58279,2021-12-28 13:34:30.717,2021-12-29 14:01:13.440,884.0
1827XZC7HAM1214,"1800 1""x1.1/2"" CLAMPxBSP(H)",1.0,2021-11-28,2021-11-01 10:09:17.220,2021-12-29 14:01:02.163,58280,2021-12-28 13:34:30.717,2021-12-29 14:00:45.800,884.0
1725D9M9HSM1226,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std. sellada",1.0,2021-11-26,2021-11-01 10:09:13.793,2021-12-03 07:29:06.223,58272,2021-12-03 07:20:32.303,2021-12-03 07:27:59.177,693.6
1725D9M9HSM1226,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std. sellada",1.0,2021-11-26,2021-11-01 10:09:14.857,2021-12-03 07:31:27.360,58273,2021-12-03 07:20:32.303,2021-12-03 07:31:12.063,693.6
1725D9M9HSM1226,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std. sellada",1.0,2021-11-26,2021-11-01 10:09:15.333,2021-12-03 07:36:14.563,58274,2021-12-03 07:20:32.303,2021-12-03 07:35:47.927,693.6
1840X7M7HSM1310,"1800 2"" x 2"" BSP(M)xBSP(H) sellada",1.0,2021-11-26,2021-11-10 07:18:08.533,2021-12-03 14:26:52.183,58356,2021-12-03 07:20:32.303,2021-12-03 14:26:37.293,631.4158273381295
1840X7M7HSM1310,"1800 2"" x 2"" BSP(M)xBSP(H) sellada",1.0,2021-11-26,2021-11-10 07:18:09.053,2021-12-03 14:26:28.790,58357,2021-12-03 00:00:00.000,,631.4158273381295
2651L2R1RAM1016,"2600 3""L4"" 300(RF)x150(RF)",1.0,2021-11-26,2021-10-13 13:29:29.270,2021-12-23 09:59:55.713,58130,2021-12-23 07:12:39.747,2021-12-23 09:56:59.393,2970.0
2842J2R1RAM1017,"2800 2""J3"" 300(RF)x150(RF)",1.0,2021-11-26,2021-10-13 13:29:29.760,2021-12-23 10:01:18.693,58131,2021-12-23 07:12:43.180,2021-12-23 10:00:59.183,1250.0
3725V7H2408A,"VA-3000 1"" BSP H-H Motor AERRE sin by pass giro horario.",1.0,2021-11-26,2021-10-29 07:48:56.090,2021-12-17 11:50:40.290,58269,2021-12-17 07:11:06.610,2021-12-17 11:50:29.527,4027.0
1415X7H7HAM3021,"1400 1/2""x1/2"" BSP(H)xBSP(H)",1.0,2021-11-25,2021-11-10 07:18:11.520,2021-12-28 09:02:14.990,58351,2021-12-28 07:09:10.550,2021-12-28 09:01:53.580,8.004802881729038e-05
1420X7H7HAM1021,"1400 3/4""x3/4"" BSP(H)xBSP(H)",1.0,2021-11-25,2021-10-26 15:44:05.610,2022-01-03 10:12:07.590,58246,2022-01-03 07:18:26.787,2022-01-03 10:09:58.037,264.8
3715C4Z5       ,AC-900 Motor Cliente c/by pass giro indistinto,1.0,2021-11-25,2021-10-26 15:44:01.740,2022-01-03 09:58:04.963,58247,2022-01-03 07:18:24.133,2022-01-03 09:57:45.350,1209.6
1842X7H7HFM1310,"1800 2""x3"" BSP(H)xBSP(H) con palanca",1.0,2021-11-24,2021-10-22 15:35:38.140,2021-12-27 11:34:55.210,58237,2021-12-27 00:00:00.000,2021-12-27 11:34:40.703,1097.0
1842X7H7HFM1310,"1800 2""x3"" BSP(H)xBSP(H) con palanca",1.0,2021-11-24,2021-10-22 15:35:38.597,2021-12-27 11:43:10.870,58238,2021-12-27 07:57:19.887,2021-12-27 11:42:45.990,1097.0
2628D1R1RAM1010,"2600 1""D2"" 150(RF)x150(RF)",1.0,2021-11-24,2021-10-28 08:42:53.793,2021-12-14 10:44:13.450,58250,2021-12-14 00:00:00.000,2021-12-14 10:43:51.363,1373.4
2628D1R1RAM1010,"2600 1""D2"" 150(RF)x150(RF)",1.0,2021-11-24,2021-10-28 08:42:54.250,2021-12-14 10:44:40.427,58251,2021-12-14 07:36:20.347,2021-12-14 10:44:21.127,1373.4
1821X8M7HFM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-11-22,2021-10-26 15:44:04.233,2021-11-30 10:56:45.740,58245,2021-11-30 07:20:38.510,2021-11-30 10:56:24.450,419.2
1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-11-22,2021-10-26 15:44:03.740,2021-11-30 10:56:09.573,58244,2021-11-30 07:20:38.510,2021-11-30 10:55:48.963,656.8
2842G6R2RSM1013,"2800 2""G3"" 2500(RF)x300(RF) sellada",1.0,2021-11-22,2021-10-19 07:16:07.473,2021-12-30 15:02:49.057,58085,2021-12-30 07:09:47.897,2021-12-30 15:02:22.950,4479.2
2842G6R2RSM1013,"2800 2""G3"" 2500(RF)x300(RF) sellada",1.0,2021-11-22,2021-10-19 07:16:07.987,2021-12-30 15:03:16.597,58086,2021-12-30 07:09:58.787,2021-12-30 15:02:59.540,4479.2
2842H2R1RSM1010,"2800 2""H3"" 300(RF)x150(RF) sellada",1.0,2021-11-22,2021-09-23 10:49:54.733,2021-12-15 14:42:05.117,58083,2021-12-15 07:25:57.303,2021-12-15 14:41:16.963,1496.8
2842H2R1RSM1010,"2800 2""H3"" 300(RF)x150(RF) sellada",1.0,2021-11-22,2021-09-23 10:49:55.193,2021-12-15 14:42:33.513,58084,2021-12-15 07:26:04.760,2021-12-15 14:42:19.750,1496.8
2628D2R1RAM1014,"2600 1""D2"" 300(RF)x150(RF)",1.0,2021-11-20,2021-10-13 07:21:56.050,2021-11-25 11:10:35.643,58125,2021-11-24 00:00:00.000,2021-11-25 11:10:08.510,1173.0
1215X8M7HAM2519,"1200 1/2""x1/2"" BSPT(M)xBSP(H)",1.0,2021-11-19,2021-10-29 07:48:39.283,2021-11-16 13:40:36.453,58256,2021-11-15 07:23:07.960,2021-11-16 13:39:33.517,232.0
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:26.507,2021-12-01 12:35:52.007,58224,2021-12-01 00:00:00.000,2021-12-01 12:35:34.457,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:27.713,2021-12-01 12:36:12.167,58225,2021-12-01 07:15:21.720,2021-12-01 12:36:00.063,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:32.553,2021-12-01 12:36:32.937,58222,2021-12-01 07:15:21.720,2021-12-01 12:36:22.507,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:37.470,2021-12-01 12:36:52.190,58223,2021-12-01 07:15:21.720,2021-12-01 12:36:41.837,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:39.860,2021-12-01 12:37:08.933,58226,2021-12-01 07:15:21.720,2021-12-01 12:36:59.777,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:42.267,2021-12-01 12:37:26.740,58227,2021-12-01 07:15:21.720,2021-12-01 12:37:16.763,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:43.150,2021-12-01 12:37:59.343,58228,2021-12-01 07:15:21.720,2021-12-01 12:37:44.537,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:43.803,2021-12-01 12:38:37.653,58229,2021-12-01 07:15:21.720,2021-12-01 12:38:21.603,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:46.203,2021-12-01 12:39:12.843,58230,2021-12-01 07:15:21.720,2021-12-01 12:38:56.020,374.68
1825X8M7HSM1310,"1800 1""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-11-19,2021-10-20 07:03:48.337,2021-12-01 12:39:36.703,58231,2021-12-01 07:15:21.720,2021-12-01 12:39:25.587,374.68
2828F2R1RSM1012,"2800 1""F2"" 300(RF)x150(RF) sellada",1.0,2021-11-19,2021-10-22 15:35:37.600,2021-12-03 07:23:41.460,58236,2021-12-03 00:00:00.000,2021-12-03 07:23:17.097,1448.729030309133
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-11-18,2021-11-02 11:13:08.740,,58308,,,0.0
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-11-18,2021-11-02 11:13:09.260,,58309,,,0.0
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-11-18,2021-11-02 11:13:09.790,,58310,,,0.0
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-11-18,2021-11-04 12:33:39.000,2021-11-19 14:17:06.653,58328,2021-11-19 07:04:00.120,2021-11-19 14:16:38.273,275.0
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-11-18,2021-11-04 12:33:39.537,2021-11-19 14:16:30.360,58329,2021-11-19 07:04:00.120,2021-11-19 14:16:14.663,275.0
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-11-18,2021-11-04 12:33:40.060,2021-11-18 14:08:46.400,58330,2021-11-18 07:03:31.627,2021-11-18 14:08:25.193,275.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-02 11:12:57.140,,58314,,,0.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-02 11:12:57.793,,58315,,,0.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-02 11:12:58.413,,58316,,,0.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-02 11:12:58.940,,58317,,,0.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-02 11:12:59.487,,58318,,,0.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-02 11:13:00.007,,58319,,,0.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-04 12:33:42.110,2021-11-19 14:14:53.050,58334,2021-11-19 07:04:00.120,2021-11-19 14:14:39.340,275.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-04 12:33:42.603,2021-11-19 14:14:32.167,58335,2021-11-19 07:04:00.120,2021-11-19 14:14:20.233,275.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-04 12:33:43.130,2021-11-18 14:07:25.797,58336,2021-11-18 07:03:31.627,2021-11-18 14:07:11.337,275.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-04 12:33:43.660,2021-11-19 14:14:12.010,58337,2021-11-19 07:04:00.120,2021-11-19 14:13:57.047,275.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-04 12:33:44.183,2021-11-19 14:13:45.193,58338,2021-11-19 00:00:00.000,2021-11-19 14:13:16.783,275.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2021-11-18,2021-11-04 12:33:44.703,2021-11-18 14:07:02.503,58339,2021-11-18 00:00:00.000,2021-11-18 14:06:28.793,275.0
1717V9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 3/4"" AP",1.0,2021-11-18,2021-11-02 11:13:10.367,,58311,,,0.0
1717V9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 3/4"" AP",1.0,2021-11-18,2021-11-02 11:13:10.900,,58312,,,0.0
1717V9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 3/4"" AP",1.0,2021-11-18,2021-11-02 11:13:11.437,,58313,,,0.0
1717V9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 3/4"" AP",1.0,2021-11-18,2021-11-04 12:33:40.603,2021-11-19 14:16:06.207,58331,2021-11-19 07:04:00.120,2021-11-19 14:15:51.813,275.0
1717V9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 3/4"" AP",1.0,2021-11-18,2021-11-04 12:33:41.107,2021-11-19 14:15:43.833,58332,2021-11-19 07:04:00.120,2021-11-19 14:15:14.577,275.0
1717V9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 3/4"" AP",1.0,2021-11-18,2021-11-04 12:33:41.630,2021-11-18 14:08:02.817,58333,2021-11-18 07:03:31.627,2021-11-18 14:07:44.623,275.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-02 11:13:05.410,,58302,,,0.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-02 11:13:05.937,,58303,,,0.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-02 11:13:06.460,,58304,,,0.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-02 11:13:07.007,,58305,,,0.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-02 11:13:07.547,,58306,,,0.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-02 11:13:08.093,,58307,,,0.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-04 12:33:34.930,2021-11-19 14:18:42.933,58323,2021-11-19 07:04:00.120,2021-11-19 14:18:23.970,275.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-04 12:33:35.450,2021-11-18 14:09:58.447,58324,2021-11-18 07:03:31.627,2021-11-18 14:09:38.497,275.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-04 12:33:36.353,2021-11-19 14:19:42.693,58322,2021-11-19 07:04:00.120,2021-11-19 14:19:03.313,275.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-04 12:33:36.877,2021-11-19 14:18:14.080,58325,2021-11-19 07:04:00.120,2021-11-19 14:17:54.997,275.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-04 12:33:37.377,2021-11-19 14:17:45.353,58326,2021-11-19 07:04:00.120,2021-11-19 14:17:20.173,275.0
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2021-11-18,2021-11-04 12:33:37.897,2021-11-18 14:09:23.220,58327,2021-11-18 07:03:31.627,2021-11-18 14:08:58.343,275.0
1827X8M7HAM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H)",1.0,2021-11-17,2021-10-29 07:48:56.653,2022-01-13 13:58:48.073,58270,2022-01-13 07:34:13.443,2022-01-13 13:58:29.543,448.8
2838G1R1RSM1010,"2800 1.1/2""G3"" 150(RF)x150(RF) sellada",1.0,2021-11-17,2021-10-07 07:09:33.977,2021-12-07 15:27:10.423,58114,2021-12-07 08:01:20.670,2021-12-07 15:26:55.543,1214.4
2851L1R1RFM1010,"2800 3""L4"" 150(RF)x150(RF) Con Palanca",1.0,2021-11-17,2021-10-07 07:09:35.247,2021-12-07 15:26:42.713,58113,2021-12-07 08:01:20.670,,2492.8
3620V7H1,"VA-1000 3/4"" BSP H-H punta de eje libre giro horario.",1.0,2021-11-17,2021-11-24 10:14:12.440,2021-11-24 10:23:52.807,58232,2021-11-24 00:00:00.000,2021-11-24 10:23:38.607,1943.2
1816X7M7HAM1214,"1800 1/2""x3/4"" BSP(M)xBSP(H)",1.0,2021-11-16,2021-10-26 15:44:02.277,2021-11-18 07:36:36.957,58248,2021-11-18 07:03:31.627,2021-11-18 07:36:19.033,732.8
1816X7M7HAM1214,"1800 1/2""x3/4"" BSP(M)xBSP(H)",1.0,2021-11-16,2021-10-26 15:44:02.760,2021-11-18 07:36:07.527,58249,2021-11-18 07:03:31.033,2021-11-18 07:35:41.327,732.8
3515R4Z1       ,"AC/R-900 1/2"" BSP-H Punta eje libre giro indistinto",1.0,2021-11-16,2021-10-07 07:09:36.090,2021-11-29 10:52:58.073,58117,2021-11-29 07:20:48.353,2021-11-29 10:52:48.343,768.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:01.887,2021-12-14 10:45:27.947,58141,2021-12-14 07:36:20.347,2021-12-14 10:45:17.867,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:03.103,2021-12-14 10:45:46.853,58136,2021-12-14 07:36:20.347,2021-12-14 10:45:35.977,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:03.590,2021-12-14 10:46:09.983,58137,2021-12-14 07:36:20.347,2021-12-14 10:45:58.143,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:04.070,2021-12-14 10:46:51.993,58138,2021-12-14 07:36:20.347,2021-12-14 10:46:39.470,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:04.480,2021-12-14 10:47:12.500,58139,2021-12-14 07:36:20.347,2021-12-14 10:47:00.960,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:04.960,2021-12-14 10:47:35.220,58140,2021-12-14 07:36:20.347,2021-12-14 10:47:23.883,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:05.397,2021-12-14 10:48:09.193,58142,2021-12-14 07:36:20.347,2021-12-14 10:47:59.567,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:05.730,2021-12-14 10:48:31.437,58143,2021-12-14 07:36:20.347,2021-12-14 10:48:17.127,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:06.007,2021-12-14 10:48:54.760,58144,2021-12-14 07:36:20.347,2021-12-14 10:48:43.927,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:06.290,2021-12-14 10:45:09.933,58145,2021-12-14 10:43:29.440,2021-12-14 10:44:58.503,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:08.340,2021-12-14 10:49:15.920,58146,2021-12-14 07:36:20.347,2021-12-14 10:49:01.897,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:18.290,2021-12-14 10:49:31.900,58147,2021-12-14 07:36:20.347,2021-12-14 10:49:22.257,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:21.887,2021-12-14 10:49:49.643,58148,2021-12-14 07:36:20.347,2021-12-14 10:49:40.290,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:22.353,2021-12-14 10:50:07.493,58149,2021-12-14 07:36:20.347,2021-12-14 10:49:58.427,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:22.717,2021-12-14 10:50:25.017,58150,2021-12-14 07:36:20.347,2021-12-14 10:50:16.243,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:23.113,2021-12-14 10:50:42.010,58151,2021-12-14 07:36:20.347,2021-12-14 10:50:32.800,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:25.313,2021-12-14 10:50:59.350,58152,2021-12-14 07:36:20.347,2021-12-14 10:50:50.337,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:26.313,2021-12-14 10:51:17.207,58153,2021-12-14 07:36:20.347,2021-12-14 10:51:07.530,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:28.810,2021-12-14 10:51:34.867,58154,2021-12-14 07:36:20.347,2021-12-14 10:51:25.340,85.0
1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,2021-11-15,2021-10-19 07:16:30.067,2021-12-14 10:52:12.387,58155,2021-12-14 07:36:20.347,2021-12-14 10:51:41.310,85.0
1621D1R1RSM3115,"1600 3/4"" x 1"" 150(RF) x 150(RF) Tob 1""Std. sellada",1.0,2021-11-15,2021-10-13 07:21:53.487,2021-12-07 15:24:12.140,58121,2021-12-07 07:05:30.117,2021-12-07 15:23:55.827,607.24
1621D1R1RSM3115,"1600 3/4"" x 1"" 150(RF) x 150(RF) Tob 1""Std. sellada",1.0,2021-11-15,2021-10-13 07:21:53.903,2021-12-07 15:24:53.500,58122,2021-12-07 08:01:20.670,2021-12-07 15:24:21.157,607.24
