CG_PROD,DES_PROD,CANT,FE_ENTREGA,FE_EMIT,FE_CIERRE,PEDIDO,FECHA_PREVISTA_FABRICACION,FECHA_INICIO_REAL_FABRICACION,TOT_DOL
1835X7M7HAM1310,"1800 1.1/2""x1.1/2"" BSP(M)xBSP(H)",1.0,2023-03-25,2023-02-16 10:51:34.720,2023-04-12 11:32:25.897,60346,2023-04-12 06:59:43.443,2023-04-12 11:32:06.237,680.0
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-03-21,2023-02-28 07:17:28.870,2023-03-23 08:28:00.563,60403,2023-03-23 07:14:49.847,2023-03-23 08:27:38.223,745.36
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-03-21,2023-02-28 07:17:29.540,2023-03-23 08:28:41.283,60404,2023-03-23 07:14:49.847,2023-03-23 08:28:19.887,745.36
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-03-21,2023-02-28 07:17:30.120,2023-03-23 08:29:17.380,60405,2023-03-23 07:14:49.847,2023-03-23 08:29:00.980,745.36
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-03-21,2023-02-28 07:17:30.690,2023-03-23 08:30:07.297,60406,2023-03-23 07:14:49.847,2023-03-23 08:29:37.287,745.36
1821X8M7HST1310,"1800 3/4""x1"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-03-21,2023-02-10 08:56:25.683,2023-03-31 12:52:25.297,60321,2023-03-31 07:00:19.850,2023-03-31 12:52:05.507,532.95
1821X8M7HST1310,"1800 3/4""x1"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-03-21,2023-02-10 08:56:26.267,2023-03-31 12:51:31.440,60322,2023-03-31 07:00:19.850,2023-03-31 07:00:19.850,532.95
1840X8M7HAM1310,"1800 2""x2"" BSPT(M)xBSP(H)",1.0,2023-03-21,2023-02-16 10:51:32.540,2023-04-11 09:40:50.563,60359,2023-04-11 00:00:00.000,2023-04-11 09:40:18.000,955.9
2836F3R1RAM1013,"2800 1.1/2""F2"" 600(RF)x150(RF)",1.0,2023-03-21,2023-02-16 10:52:57.847,2023-04-14 15:51:47.290,60361,2023-04-14 15:35:52.577,2023-04-14 15:50:48.463,1524.98
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2023-03-20,2023-03-16 11:45:27.303,2023-03-17 12:32:36.553,60537,2023-03-17 07:04:25.423,2023-03-17 12:32:21.617,63.83293838862559
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2023-03-20,2023-03-16 11:45:27.840,2023-03-17 12:33:08.957,60538,2023-03-17 07:04:25.423,2023-03-17 12:32:51.907,63.83293838862559
1721D9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2023-03-20,2023-03-16 11:45:28.370,2023-03-17 12:32:05.750,60536,2023-03-17 07:04:25.423,2023-03-17 12:31:44.350,63.83293838862559
2838G4R2RAM1017,"2800 1.1/2""G3"" 900(RF)x300(RF)",1.0,2023-03-20,2023-01-20 08:56:07.477,2023-04-03 07:57:47.160,60277,2023-04-03 07:25:18.140,,3550.0
2851L1R1RAM1014,"2800 3""L4"" 150(RF)x150(RF)",1.0,2023-03-20,2023-02-03 09:19:40.777,2023-04-12 15:42:52.233,60304,2023-04-12 06:59:43.443,2023-04-12 15:42:38.440,2929.52
2842H4R1RSM1013,"2800 2""H3"" 900(RF)x150(RF) sellada",1.0,2023-03-19,2023-01-19 07:22:48.387,2023-04-21 10:42:33.293,60275,2023-04-21 00:00:00.000,2023-04-21 10:41:51.360,2623.28
1845X8M7HFM1310,"1800 2.1/2"" x 2.1/2"" BSPT(M)xBSP(H) con palanca",1.0,2023-03-18,2023-02-02 07:05:21.240,2023-04-11 11:29:17.440,60297,2023-04-11 07:10:47.777,2023-04-11 11:28:59.697,1110.0
3515C3Z1,"AC-500 1/2"" BSP H-H Punta eje libre g.indist.",1.0,2023-03-18,2023-01-03 07:20:30.930,2023-04-05 12:13:44.610,60238,2023-04-05 07:06:20.797,2023-04-05 12:13:34.297,827.2
3725V7H2408E,"VA-3000 1"" BSP H-H Motor AERRE sin by pass giro horario.",1.0,2023-03-16,2023-02-09 12:03:03.683,2023-04-03 09:29:32.440,60320,2023-04-03 07:02:04.343,2023-04-03 09:29:20.307,7279.0
2836F1R1RSM2217,"2800 1.1/2""F2"" 150(RF)x150(RF)",1.0,2023-03-15,2023-03-02 07:41:22.540,2023-03-16 07:32:09.257,60415,2023-03-16 07:30:57.180,2023-03-16 07:31:26.937,1930.0
2836F1R1RSM2217,"2800 1.1/2""F2"" 150(RF)x150(RF)",1.0,2023-03-15,2023-03-02 07:41:23.157,2023-03-16 07:32:54.400,60416,2023-03-16 07:30:59.250,2023-03-16 07:32:27.520,1930.0
2656M3R1RAM1017,"2600 4""M6"" 600(RF)x150(RF)",1.0,2023-03-14,2023-01-02 07:30:12.217,2023-04-10 08:15:37.003,60229,2023-04-10 00:00:00.000,2023-04-10 08:14:59.803,9021.0
3515C4Z1,"AC-900 1/2"" BSP H-H Punta eje libre giro indistinto",1.0,2023-03-12,2022-12-28 07:54:44.840,2023-04-05 15:57:49.580,60216,2023-04-05 15:42:50.367,2023-04-05 15:57:39.600,673.6
3515C4Z1,"AC-900 1/2"" BSP H-H Punta eje libre giro indistinto",1.0,2023-03-12,2022-12-28 07:54:45.417,2023-04-05 15:58:23.190,60217,2023-04-05 15:42:51.637,2023-04-05 15:58:08.670,673.6
2842J1R1RSM1010,"2800 2""J3"" 150(RF)x150(RF) sellada",1.0,2023-03-11,2023-02-02 07:05:19.913,2023-03-23 12:32:11.303,60295,2023-03-23 00:00:00.000,2023-03-23 12:31:54.553,1597.2
1721D9M9HSM4426,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std.",1.0,2023-03-10,2023-02-09 12:03:05.143,2023-03-20 10:01:00.070,60313,2023-03-20 06:59:05.847,2023-03-20 10:00:42.343,457.22
1821X9M9HSM4414,"1800 3/4""x1"" NPT(M)xNPT(H) sellada",1.0,2023-03-10,2023-03-23 10:39:21.793,2023-03-23 10:42:45.170,60312,2023-03-23 00:00:00.000,2023-03-23 10:42:35.610,507.7
2642J1R1RBM1015,"2600 2""J3"" 150(RF)x150(RF).",1.0,2023-03-08,2023-03-03 15:49:01.517,2023-03-10 08:59:14.713,60463,2023-03-07 07:08:23.190,2023-03-10 08:58:56.743,1417.0
2642J1R1RBM1015,"2600 2""J3"" 150(RF)x150(RF).",1.0,2023-03-08,2023-03-03 15:49:02.073,2023-03-10 11:07:40.737,60464,2023-03-10 00:00:00.000,2023-03-10 11:07:28.267,1417.0
1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,2023-03-07,2023-02-16 10:51:40.170,2023-03-20 09:58:45.797,60360,2023-03-20 06:59:05.847,2023-03-20 09:58:21.820,424.49
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2023-03-04,2023-02-03 09:19:39.963,2023-04-10 15:10:42.613,60303,2023-04-10 14:50:13.490,2023-04-10 15:10:20.050,399.52
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-03-04,2023-03-03 07:17:57.810,2023-03-06 08:58:06.587,60417,2023-03-06 00:00:00.000,2023-03-06 08:57:43.343,5.061497190869059e-05
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-03-04,2023-03-03 07:17:58.503,2023-03-06 08:58:45.903,60418,2023-03-06 07:50:54.417,2023-03-06 08:58:28.420,5.061497190869059e-05
1515X7M7HAM2519,"1500 1/2""x1/2"" BSP(M)xBSP(H)",1.0,2023-03-03,2023-02-02 07:05:18.663,2023-04-13 13:55:27.283,60293,2023-04-12 06:59:43.443,2023-04-13 13:55:06.420,308.0
1515X7M7HAM2519,"1500 1/2""x1/2"" BSP(M)xBSP(H)",1.0,2023-03-03,2023-02-02 07:05:19.317,2023-04-13 13:56:05.570,60294,2023-04-12 06:59:43.443,2023-04-13 13:55:46.943,308.0
1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2023-03-03,2023-02-02 07:05:20.577,2023-03-07 15:17:16.810,60296,2023-03-07 07:08:23.190,2023-03-07 15:16:28.950,477.84
2636D4J2RAM1027,"2600 1.1/2""D2"" 900(RTJ)x300(RF)",1.0,2023-03-02,2023-02-16 10:53:11.117,2023-03-06 09:11:59.840,60335,2023-03-06 00:00:00.000,2023-03-06 09:11:36.470,3268.7
2636D4J2RAM1027,"2600 1.1/2""D2"" 900(RTJ)x300(RF)",1.0,2023-03-02,2023-02-16 10:53:11.680,2023-03-06 10:31:09.113,60336,2023-03-06 07:50:54.417,2023-03-06 10:30:51.400,3268.7
2636D4J2RAM1027,"2600 1.1/2""D2"" 900(RTJ)x300(RF)",1.0,2023-03-02,2023-02-16 10:53:12.250,2023-03-10 14:04:36.400,60337,2023-03-07 07:08:23.190,2023-03-10 14:04:14.040,3268.7
2866Q3R1RTM1017,"2800 6""Q8"" 600(RF)x150(RF) sellada",1.0,2023-03-01,2022-12-28 07:54:42.720,2023-03-31 12:46:54.350,60215,2023-03-31 00:00:00.000,2023-03-31 12:46:23.010,10514.0
1717D9M9HSM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std. sellada",1.0,2023-02-28,2023-02-06 14:25:34.323,2023-03-07 15:15:08.800,60308,2023-03-07 00:00:00.000,2023-03-07 15:14:38.260,399.2
1721D9M9HSM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1""Std. sellada",1.0,2023-02-28,2023-02-06 14:25:33.540,2023-03-07 15:16:10.403,60307,2023-03-07 07:08:23.190,2023-03-07 15:15:30.190,430.4
2451K1R1RGM1012,"2400 3""K4"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-27,2022-12-28 07:54:44.297,2023-04-14 07:51:55.890,60214,2023-04-14 06:59:10.207,2023-04-14 07:51:17.900,3247.2
2451L1R1RGM1012,"2400 3""L4"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-27,2022-12-28 07:54:43.717,2023-04-13 13:52:46.410,60213,2023-04-12 06:59:43.443,,3720.64
1621D1R1RAM1010,"1600 3/4"" x 1"" 150(RF) x 150(RF) Tob 1""Std.",1.0,2023-02-25,2023-01-12 15:23:54.317,2023-03-20 09:58:01.860,60272,2023-03-20 00:00:00.000,2023-03-20 09:57:23.267,773.6
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-01-12 15:23:50.270,2023-03-13 14:04:02.613,60262,2023-03-13 00:00:00.000,2023-03-13 14:03:34.780,1109.0
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-01-12 15:23:50.960,2023-03-13 14:05:08.430,60263,2023-03-13 06:54:29.793,2023-03-13 14:04:50.280,1109.0
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-01-12 15:23:51.530,2023-03-13 14:05:44.647,60264,2023-03-13 06:54:29.793,2023-03-13 14:05:27.297,1109.0
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-01-12 15:23:55.647,2023-03-13 14:06:30.870,60265,2023-03-13 06:54:29.793,2023-03-13 14:06:07.670,1109.0
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-01-12 15:23:56.260,2023-03-13 14:07:23.753,60266,2023-03-13 06:54:29.793,2023-03-13 14:06:56.737,1109.0
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-01-12 15:23:56.877,2023-03-13 14:08:30.337,60267,2023-03-13 06:54:29.793,2023-03-13 14:07:44.383,1109.0
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-01-12 15:23:57.603,2023-03-13 14:11:34.540,60268,2023-03-13 06:54:29.793,2023-03-13 14:11:08.420,1109.0
1816X8M7HST1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,2023-02-25,2023-02-16 10:51:33.483,2023-03-13 14:12:12.323,60365,2023-03-13 06:54:29.793,2023-03-13 14:11:54.587,1109.0
1725D9M9HSM4426,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std. sellada",1.0,2023-02-24,2023-01-27 08:03:59.393,2023-03-08 10:32:08.503,60281,2023-03-07 07:08:23.190,2023-03-08 10:31:53.733,467.2
1725D9M9HSM4426,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std. sellada",1.0,2023-02-24,2023-01-27 08:04:00.070,2023-03-08 12:37:43.160,60282,2023-03-07 07:08:23.190,2023-03-08 12:37:01.267,467.2
2838H2R1RAM1010,"2800 1.1/2""H3"" 300(RF)x150(RF)",1.0,2023-02-24,2022-12-26 07:03:12.467,2023-03-27 13:59:41.517,60191,2023-03-27 07:16:34.830,2023-03-27 13:59:15.750,1742.0
2838H2R1RAM1010,"2800 1.1/2""H3"" 300(RF)x150(RF)",1.0,2023-02-24,2022-12-26 07:03:13.000,2023-03-27 14:00:24.740,60192,2023-03-27 07:16:36.313,2023-03-27 14:00:05.390,1742.0
2151L3R1RAB2217,"2100 3""L4"" 600(RF)x150(RF) sello Buna-N",1.0,2023-02-22,2022-12-05 12:05:20.790,2023-04-21 14:24:36.320,60086,2023-04-21 07:14:09.253,2023-04-21 14:23:28.357,3846.0
2151L3R1RAB2217,"2100 3""L4"" 600(RF)x150(RF) sello Buna-N",1.0,2023-02-22,2022-12-05 12:05:21.363,2023-04-21 14:29:38.373,60087,2023-04-21 07:14:09.253,2023-04-21 14:28:21.480,3846.0
2151L3R1RAB2217,"2100 3""L4"" 600(RF)x150(RF) sello Buna-N",1.0,2023-02-22,2022-12-05 12:05:21.927,2023-04-21 14:27:09.470,60088,2023-04-21 07:14:09.253,2023-04-21 14:26:42.177,3846.0
2151L3R1RAB2217,"2100 3""L4"" 600(RF)x150(RF) sello Buna-N",1.0,2023-02-22,2022-12-05 12:05:22.457,2023-04-21 14:26:07.800,60089,2023-04-21 07:14:09.253,2023-04-21 14:24:54.640,3846.0
2828D3R1RSM1017,"2800 1""D2"" 600(RF)x150(RF) sellada",1.0,2023-02-22,2022-11-28 11:49:12.523,2023-04-10 15:11:55.260,60090,2023-04-10 14:50:13.490,2023-04-10 15:11:35.840,1315.0
2836F1R1RAM3114,"2800 1.1/2""F2"" 150(RF)x150(RF)",1.0,2023-02-22,2022-12-06 07:13:26.017,2023-04-10 15:11:18.227,60085,2023-04-10 14:50:13.490,2023-04-10 15:11:01.357,1501.0
2828D1R1RHM1014,"2800 1""D2"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-20,2023-01-09 07:59:44.917,2023-04-12 11:28:45.007,60258,2023-04-12 06:59:41.577,2023-04-12 11:28:12.070,1134.4
2838H1R1RHM1016,"2800 1.1/2""H3"" 150(RF)x150(RF) Con Palanca Tor/traba",1.0,2023-02-20,2023-01-09 07:59:45.867,2023-04-10 15:09:19.907,60259,2023-04-10 14:50:13.490,2023-04-10 15:08:44.050,1548.8
2847J2R1RFM1010,"2800 2.1/2""J4"" 300(RF)x150(RF) Con Palanca",1.0,2023-02-20,2022-12-12 07:22:57.230,2023-03-16 12:29:40.300,60119,2023-03-16 07:30:59.250,2023-03-16 12:27:29.947,2995.36
2856M1R1RFM1012,"2800 4""M6"" 150(RF)x150(RF) con palanca",1.0,2023-02-20,2022-12-12 07:22:55.323,2023-03-16 12:27:08.320,60118,2023-03-16 00:00:00.000,2023-03-16 12:26:46.073,4829.63
2856M2R1RSM1013,"2800 4""M6"" 300(RF)x150(RF) sellada",1.0,2023-02-19,2022-12-16 14:54:40.910,2023-03-06 09:00:29.640,60142,2023-03-06 07:50:54.417,2023-03-06 09:00:01.557,3956.8
2856M2R1RSM1013,"2800 4""M6"" 300(RF)x150(RF) sellada",1.0,2023-02-19,2022-12-16 14:54:41.567,2023-03-06 08:59:43.797,60143,2023-03-06 07:50:54.417,2023-03-06 08:59:05.517,3956.8
015031R1R20151 ,"AR-10 3"" Cab Exp.150(RF)x150(RF)",1.0,2023-02-15,2022-12-05 12:05:23.190,2023-04-06 11:42:47.367,60113,2023-04-06 07:01:14.817,2023-04-06 11:42:28.357,4585.5
1827X7M7HFM1110,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,2023-02-13,2023-01-02 07:30:13.493,2023-02-28 14:36:08.950,60231,2023-02-28 00:00:00.000,2023-02-28 14:35:53.270,839.26
1836X7M7HFM2014,"1800 1.1/2""x2"" BSP(M)xBSP(H) Con Palanca",1.0,2023-02-13,2023-01-02 07:30:16.587,2023-03-10 15:21:44.390,60236,2023-03-07 07:08:23.190,2023-03-10 15:21:21.093,1397.79
1836XZC7HFM1214,"1800 1.1/2""x2"" CLAMPxBSP(H) Con Palanca",1.0,2023-02-13,2023-01-02 07:30:14.153,2023-03-10 15:22:26.037,60232,2023-03-07 07:08:23.190,2023-03-10 15:22:03.460,1397.79
1836XZC7HFM1214,"1800 1.1/2""x2"" CLAMPxBSP(H) Con Palanca",1.0,2023-02-13,2023-01-02 07:30:16.027,2023-03-10 15:23:06.257,60235,2023-03-07 07:08:23.190,2023-03-10 15:22:48.443,1397.79
2842J1R1RGM1010,"2800 2""J3"" 150(RF)x150(RF) C/Palanca, bonete abierto",1.0,2023-02-13,2022-12-16 14:54:33.203,2023-03-17 12:31:27.490,60129,2023-03-17 07:04:25.423,2023-03-17 12:31:07.363,1619.2
2842J1R1RGM1010,"2800 2""J3"" 150(RF)x150(RF) C/Palanca, bonete abierto",1.0,2023-02-13,2022-12-16 14:54:37.120,2023-03-17 12:30:50.800,60130,2023-03-17 07:04:23.617,2023-03-17 12:30:35.023,1619.2
1841X8M7HSM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H). sellada",1.0,2023-02-12,2022-12-29 15:35:12.660,2023-03-10 07:22:33.420,60224,2023-03-07 07:08:23.190,2023-03-10 07:22:09.367,846.56
1841X8M7HSM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H). sellada",1.0,2023-02-12,2022-12-29 15:35:13.260,2023-03-10 07:21:52.267,60225,2023-03-07 07:08:23.190,2023-03-10 07:21:27.077,846.56
1841X8M7HSM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H). sellada",1.0,2023-02-12,2022-12-29 15:35:13.837,2023-03-10 07:21:00.630,60226,2023-03-07 07:08:23.190,2023-03-10 07:20:23.590,846.56
1841X8M7HSM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H). sellada",1.0,2023-02-12,2022-12-29 15:35:14.420,2023-03-10 07:19:53.923,60227,2023-03-07 07:08:23.190,2023-03-10 07:19:33.070,846.56
1841X8M7HSM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H). sellada",1.0,2023-02-12,2022-12-29 15:35:15.007,2023-03-10 07:19:12.527,60228,2023-03-10 00:00:00.000,2023-03-10 07:18:12.930,846.56
2828D1R1RSV3117,"2800 1""D2"" 150(RF)x150(RF) sello viton",1.0,2023-02-11,2022-12-28 14:05:56.817,2023-02-16 15:29:37.663,60219,2023-02-16 07:10:41.023,2023-02-16 15:29:16.610,1037.6
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:17.267,2023-02-17 12:06:09.410,60104,2023-02-17 07:22:22.317,2023-02-17 12:05:41.927,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:17.877,2023-02-17 12:06:44.273,60105,2023-02-17 07:22:22.317,2023-02-17 12:06:24.977,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:18.473,2023-02-17 12:07:16.537,60106,2023-02-17 07:22:22.317,2023-02-17 12:06:59.510,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:19.053,2023-02-17 12:07:46.980,60107,2023-02-17 07:22:22.317,2023-02-17 12:07:31.780,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:19.610,2023-02-17 12:10:48.050,60108,2023-02-17 07:22:22.317,2023-02-17 12:10:20.663,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:23.763,2023-02-17 12:11:19.690,60099,2023-02-17 07:22:22.317,2023-02-17 12:11:03.373,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:24.350,2023-02-17 12:11:49.450,60100,2023-02-17 07:22:22.317,2023-02-17 12:11:34.503,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:25.150,2023-02-17 12:12:16.843,60101,2023-02-17 07:22:22.317,2023-02-17 12:12:03.813,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:25.883,2023-02-17 12:13:45.680,60102,2023-02-17 07:22:22.317,2023-02-17 12:13:31.563,943.2
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2023-02-10,2022-12-05 12:05:26.580,2023-02-17 12:14:16.783,60103,2023-02-17 07:22:22.317,2023-02-17 12:14:02.763,943.2
1821X7M7HSM1214,"1800 3/4""x1"" BSP(M)xBSP(H) cap. sellado",1.0,2023-02-10,2023-01-12 15:23:53.540,2023-03-02 09:45:14.950,60271,2023-03-02 00:00:00.000,2023-03-02 09:45:01.663,939.2
1827X7M7HFM2014,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,2023-02-10,2023-01-12 15:23:52.110,2023-03-01 10:35:33.970,60269,2023-02-24 09:27:52.603,2023-03-01 10:35:18.633,1015.0
1827XZC7HFM1214,"1800 1""x1.1/2"" CLAMPxBSP(H) Con Palanca",1.0,2023-02-10,2023-01-12 15:23:52.747,2023-03-10 09:00:33.333,60270,2023-03-07 07:08:23.190,2023-03-10 09:00:12.160,1268.08
2666Q2R1RAM3117,"2600 6""Q8"" 300(RF)x150(RF)",1.0,2023-02-10,2022-12-12 07:22:53.450,2023-03-13 09:40:29.557,60114,2023-03-13 06:54:28.937,2023-03-13 09:40:09.373,8325.0
2442J1R1RGM1010,"2400 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-08,2022-11-25 12:35:58.857,2023-02-28 11:15:31.240,60075,2023-02-24 09:27:52.603,2023-02-28 11:15:08.390,2189.75
2442J1R1RGM1010,"2400 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-08,2022-11-25 12:35:59.467,2023-02-28 11:16:07.760,60076,2023-02-24 09:27:52.603,2023-02-28 11:15:48.557,2189.75
2442J1R1RGM1010,"2400 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-08,2022-11-25 12:36:00.050,2023-02-28 11:42:56.913,60077,2023-02-24 09:27:52.603,2023-02-28 11:42:45.357,2189.75
2442J1R1RGM1010,"2400 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-08,2022-11-25 12:36:00.673,2023-02-28 11:17:23.917,60078,2023-02-24 09:27:52.603,2023-02-28 11:17:07.233,2189.75
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-02-07,2023-01-02 07:30:12.820,2023-03-01 10:33:53.827,60230,2023-03-01 00:00:00.000,2023-03-01 10:33:37.680,745.36
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2023-02-07,2023-01-02 07:30:14.793,2023-03-01 10:34:24.670,60233,2023-02-24 09:27:52.603,2023-03-01 10:34:09.913,745.36
1821XZC7HFM1214,"1800 3/4""x1"" CLAMP(M)xBSP(H) con palanca de prueba.",1.0,2023-02-07,2023-01-02 07:30:17.203,2023-03-01 10:35:01.483,60234,2023-02-24 09:27:52.603,2023-03-01 10:34:43.883,756.98
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:18.793,2023-02-27 14:19:53.450,60201,2023-02-27 00:00:00.000,2023-02-27 14:19:24.707,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:19.583,2023-02-27 14:20:42.850,60202,2023-02-24 09:27:52.603,2023-02-27 14:20:19.243,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:20.197,2023-02-27 14:21:19.820,60203,2023-02-24 09:27:52.603,2023-02-27 14:21:02.257,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:20.797,2023-02-27 14:23:08.033,60204,2023-02-24 09:27:52.603,2023-02-27 14:22:50.877,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:21.403,2023-02-27 14:24:27.857,60205,2023-02-24 09:27:52.603,2023-02-27 14:24:04.970,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:21.980,2023-02-27 14:25:02.430,60206,2023-02-24 09:27:52.603,2023-02-27 14:24:45.547,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:22.590,2023-02-27 14:25:47.000,60207,2023-02-24 09:27:52.603,2023-02-27 14:25:19.240,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:23.323,2023-02-27 14:26:29.583,60208,2023-02-24 09:27:52.603,2023-02-27 14:26:12.353,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:23.967,2023-02-27 14:27:02.710,60209,2023-02-24 09:27:52.603,2023-02-27 14:26:46.787,501.76
1816X9M9HAM1310,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,2023-02-06,2022-12-26 07:03:24.583,2023-02-27 14:27:45.003,60210,2023-02-24 09:27:52.603,2023-02-27 14:27:20.247,501.76
2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,2023-02-05,2022-12-12 07:22:54.670,2023-02-28 10:52:47.727,60117,2023-02-28 00:00:00.000,2023-02-28 10:52:30.970,1835.24
