PEDIDO,FE_EMIT,FE_ENTREGA,X,y
59648,738315,738355,"[12  6  6  6  6 12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5
  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12
 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12
  6  6  4  5  6  6  6  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12
 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11
 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5
  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5
  5  5  8  0  0  0  0  0  0]",[12]
59698,738326,738355,"[12  6  6  6  6 12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5
  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12
 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12
  6  6  4  5  6  6  6  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12
 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11
 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5
  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5
  5  5  8  0  0  0  0  0  0]",[6]
59697,738326,738355,"[12  6  6  6  6 12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5
  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12
 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12
  6  6  4  5  6  6  6  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12
 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11
 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5
  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5
  5  5  8  0  0  0  0  0  0]",[6]
59690,738326,738355,"[12  6  6  6  6 12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5
  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12
 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12
  6  6  4  5  6  6  6  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12
 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11
 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5
  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5
  5  5  8  0  0  0  0  0  0]",[6]
59689,738326,738355,"[12  6  6  6  6 12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5
  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12
 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12
  6  6  4  5  6  6  6  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12
 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11
 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5
  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5
  5  5  8  0  0  0  0  0  0]",[6]
59659,738321,738356,"[12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0
  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6
  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  5  6
  6  6  5  5  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12 12  0 12
 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11
 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5
  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8
  0  0  0  0  0  0]",[12]
59687,738326,738356,"[12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0
  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6
  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  5  6
  6  6  5  5  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12 12  0 12
 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11
 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5
  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8
  0  0  0  0  0  0]",[6]
59688,738326,738356,"[12  6  6  6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0
  0  0  0  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6
  6  6  6  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  5  6
  6  6  5  5  6  6  6  6 12  6 12  6 11 11  0  0  6 12  0  0 12 12  0 12
 12  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11
 11 11 11 11 11 11 11  5 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5
  5  5  5  5  5  5  8  5  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8
  0  0  0  0  0  0]",[6]
59665,738321,738357,"[ 6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0
  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6
  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  6  0  0  0  0  0
  0  0  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5
  5  5  5 11 11  0  0  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12
 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5
  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0  0  0  0  0]",[6]
59664,738321,738357,"[ 6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0
  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6
  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  6  0  0  0  0  0
  0  0  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5
  5  5  5 11 11  0  0  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12
 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5
  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0  0  0  0  0]",[6]
59663,738321,738357,"[ 6  6  6  6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0
  3  3  5 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6
  5  5  5  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  6  0  0  0  0  0
  0  0  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5
  5  5  5 11 11  0  0  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12
 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5
  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0  0  0  0  0]",[6]
59695,738326,738358,"[ 6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5
 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5
  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0
  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5
  5  5 11 11  0  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5
 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5
  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0
  0  0]",[6]
59576,738301,738358,"[ 6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5
 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5
  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0
  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5
  5  5 11 11  0  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5
 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5
  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0
  0  0]",[8]
59584,738301,738358,"[ 6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5
 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5
  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0
  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5
  5  5 11 11  0  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5
 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5
  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0
  0  0]",[12]
59585,738301,738358,"[ 6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5
 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5
  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0
  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5
  5  5 11 11  0  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5
 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5
  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0
  0  0]",[12]
59577,738301,738358,"[ 6  8 12 12  8  5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5
 12  0 12 12 12  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5
  9 12 12  8  8  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0
  6  6  6  6  5  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5
  5  5 11 11  0  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5
 12 12 12 12 12 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5
  5  5  5  5  8  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0
  0  0]",[8]
59709,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59704,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59705,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59710,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59707,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59708,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59711,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59706,738328,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[5]
59557,738295,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[3]
59558,738295,738361,"[ 5  5  5  5  5  5  5  5  3  3  3  0  0  0  0  0  3  3  5 12  0 12 12 12
  6 12  6 12 12 12 12 12 12 12 12  6  6  6  6  6  5  5  5  9 12 12  8  8
  6  6  5  6  5 12 12 12  6  6  4  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  5  0  0  0  0  0  6  0  0  0  0  0  0  0  6  6  6  6  5
  5  6  6  6  6  6 12  6 12  6  5  5  5  5  5  5  5  5  5  5  5 11 11  0
  0  6  6  6 12  0  0 12 12  0 12 12  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  8  8  8  8 11 11 11 11 11 11 11 11 11 11 11 11  5 12 12 12 12 12
 12 12 12 12  8  8  8  5  5  5  5  5  5  5  5  5  5  8  5  5  5  5  5  8
  8  5  8  8  8  8  8  5  5  5  8  0  0 12 11 11 12  0  0  0  0 12 12 12]",[3]
