PEDIDO,FE_EMIT,FE_ENTREGA,X,y
58023,737944,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57944,737931,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57946,737931,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57947,737931,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57982,737943,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57997,737944,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[0]
58003,737938,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[0]
58002,737938,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[0]
58001,737938,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[0]
57945,737931,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57999,737938,737959,"[ 6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  6  6  6  0  0
  0  0  6  0  6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12
 12  9 12 12 12 12 12 12 12 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5
  1  3 19 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12
  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[0]
57933,737928,737962,"[ 6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12
 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5  1  3 19
 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12  6  6  6
  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57934,737928,737962,"[ 6  6  6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12
 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5  1  3 19
 19  6 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12  6  6  6
  6  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
58043,737949,737963,"[ 6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12
 12 12 12  5 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5  1  3 19 19  6
 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12  6  6  6  6  6
 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57958,737935,737963,"[ 6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12
 12 12 12  5 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5  1  3 19 19  6
 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12  6  6  6  6  6
 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57959,737935,737963,"[ 6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12
 12 12 12  5 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5  1  3 19 19  6
 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12  6  6  6  6  6
 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57964,737936,737963,"[ 6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12
 12 12 12  5 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5  1  3 19 19  6
 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12  6  6  6  6  6
 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
57960,737935,737963,"[ 6  6  6  6  6  6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12
 12 12 12  5 12  6  6  6  6  6  5 16  6  5  5  5  5  5  5  1  3 19 19  6
 19  6  6 12 12 15  4  4  6  6 12  6  6  6  6 12 12 12 12  6  6  6  6  6
 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
58036,737945,737964,"[ 6  1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12
  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6
 12 12 15  4  4  6  6 12  6  6  6  6 12  0 12 12 12  6  6  6  6  6 12 11
  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[6]
58014,737944,737965,"[ 1 12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6
  6  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12
 12 15  4  4  6  6 12  6  6  6  6 12  0 12 12 12  6  6  6  6  6 12 11  5
  5  5  5  5  5 12 11 11 11 11 12 12 12 12 12 12]",[1]
57917,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57918,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57920,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57921,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57919,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57923,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57924,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57925,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57928,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57929,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57922,737923,737966,"[12 12 12 12 12 12 12 12 12 12 12 12  9 12 12 12 12 12 12 12  5 12  6  6
  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12 11 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
58033,737944,737969,"[12  9 12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5
  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6
  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11
 11 11 11 12 12 12 12 11 11 12 12 12 12]",[12]
57954,737932,737969,"[12  9 12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5
  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6
  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11
 11 11 11 12 12 12 12 11 11 12 12 12 12]",[9]
57902,737916,737971,"[12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5
  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6
  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11
 11 12 12 12 12 11 11 12 12 12 12]",[12]
57903,737916,737971,"[12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5
  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6
  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11
 11 12 12 12 12 11 11 12 12 12 12]",[12]
57907,737916,737971,"[12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5
  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6
  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11
 11 12 12 12 12 11 11 12 12 12 12]",[12]
57906,737916,737971,"[12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5
  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6
  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11
 11 12 12 12 12 11 11 12 12 12 12]",[12]
57909,737916,737971,"[12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5
  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6
  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11
 11 12 12 12 12 11 11 12 12 12 12]",[12]
57904,737916,737971,"[12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5
  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6
  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11
 11 12 12 12 12 11 11 12 12 12 12]",[12]
57908,737916,737971,"[12 12 12 12 12 12 12  5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5
  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6
  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12 11 11 11
 11 12 12 12 12 11 11 12 12 12 12]",[12]
58094,737962,737972,"[ 5 12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19
  6  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6
  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12
 11 11 12 12  0 12 12 12 12]",[5]
57967,737936,737973,"[12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6
  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6
  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11
 11 12 12  0 12 12 12 12]",[12]
57968,737936,737973,"[12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6
  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6
  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11
 11 12 12  0 12 12 12 12]",[6]
58070,737956,737973,"[12  6  6  6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6
  6 12 12  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6
  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11
 11 12 12  0 12 12 12 12]",[6]
58006,737943,737976,"[ 6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12
  0 12 12 12 12]",[6]
58008,737943,737976,"[ 6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12
  0 12 12 12 12]",[6]
58007,737943,737976,"[ 6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12
  0 12 12 12 12]",[6]
58082,737958,737976,"[ 6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12
  0 12 12 12 12]",[5]
57975,737950,737976,"[ 6  6  6  5 16  6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12
  6 15  4  4  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6
  6 12 11  5  5  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12
  0 12 12 12 12]",[16]
58040,737949,737977,"[ 6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6
  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5
  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12  0 12 12 12 12]",[6]
58097,737964,737977,"[ 6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6
  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5
  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12  0 12 12 12 12]",[6]
58098,737964,737977,"[ 6  6  6  5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6
  6  6  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5
  5  5  5  5 12  5  5 11 11 11 11 12 12 12 12 11 11 12 12  0 12 12 12 12]",[6]
58049,737949,737978,"[ 5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6
  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5
  5  5 12  5  5  6  6  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4
  4  4  4  0 12 12 11 12 12 12 11]",[5]
58048,737949,737978,"[ 5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6
  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5
  5  5 12  5  5  6  6  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4
  4  4  4  0 12 12 11 12 12 12 11]",[5]
58047,737949,737978,"[ 5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6
  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5
  5  5 12  5  5  6  6  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4
  4  4  4  0 12 12 11 12 12 12 11]",[5]
58046,737949,737978,"[ 5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6
  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5
  5  5 12  5  5  6  6  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4
  4  4  4  0 12 12 11 12 12 12 11]",[5]
58045,737949,737978,"[ 5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6
  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5
  5  5 12  5  5  6  6  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4
  4  4  4  0 12 12 11 12 12 12 11]",[5]
58044,737949,737978,"[ 5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6
  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5
  5  5 12  5  5  6  6  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4
  4  4  4  0 12 12 11 12 12 12 11]",[5]
58092,737959,737978,"[ 5  5  5  5  5  5  1  3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6
  6 12  6  6  6  6  6 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5
  5  5 12  5  5  6  6  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4
  4  4  4  0 12 12 11 12 12 12 11]",[1]
58091,737959,737980,"[ 3 19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6  6 12  6  6  6  6  6
 12  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5  6  6
  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4  4  4  4  0 12 12 11
 12 12 12 11]",[3]
57956,737950,737983,"[19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6  6 12  6  6  6  6  6 12
  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5  6  6  6
 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4  4  4  4  0 12 12 11 12
 12 12 11]",[19]
57955,737950,737983,"[19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6  6 12  6  6  6  6  6 12
  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5  6  6  6
 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4  4  4  4  0 12 12 11 12
 12 12 11]",[19]
58087,737958,737983,"[19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6  6 12  6  6  6  6  6 12
  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5  6  6  6
 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4  4  4  4  0 12 12 11 12
 12 12 11]",[6]
57957,737950,737983,"[19 19  6 19  6  6 12 12  6 15  4  4  6  6  6  6  6 12  6  6  6  6  6 12
  0 12 12 12  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5  6  6  6
 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  4  4  4  4  0 12 12 11 12
 12 12 11]",[19]
58076,737956,737984,"[ 6  6 12 12  6 15  4  4  6  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12
  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5  5  5  6  6  6  6  0
  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  4  4  4  4  0  0  0  0  0  0  0 12 12 11 12 12 12 12
 12 11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0]",[6]
58075,737956,737984,"[ 6  6 12 12  6 15  4  4  6  6  6  6  6 12  6  6  6  6  6 12  0 12 12 12
  6  6  6  6  6  6 12 11  5  5  5  5  5  5 12  5  5  5  5  6  6  6  6  0
  6 11 11 11  6 11 12 12 12 12  6 12 11 11 12 12  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  4  4  4  4  0  0  0  0  0  0  0 12 12 11 12 12 12 12
 12 11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0]",[6]
