,CG_PROD,DES_PROD,CANT,SIMULTANEO,FE_ENTREGA,FE_EMIT,FE_CIERRE,PEDIDO,FECHA_PREVISTA_FABRICACION,FECHA_INICIO_REAL_FABRICACION,TOT_DOL
3180,2828D1R1RBB1014,"2800 1""D2"" 150(RF)x150(RF) sello Buna-N",1.0,[0. 0. 0. ... 0. 0. 0.],737564,737541,2020-08-28 13:05:33.437,56824,2023-03-11 10:00:00.000,2023-03-11 10:00:00.000,880.8
3181,2828D1R1RBB1014,"2800 1""D2"" 150(RF)x150(RF) sello Buna-N",1.0,[0. 0. 0. ... 0. 0. 0.],737564,737541,2020-08-28 13:06:13.967,56825,2023-02-11 10:00:00.000,2023-02-11 10:00:00.000,880.8
3182,2828D1R1RBB1014,"2800 1""D2"" 150(RF)x150(RF) sello Buna-N",1.0,[0. 0. 0. ... 0. 0. 0.],737564,737541,2020-08-28 13:04:15.110,56826,2023-02-15 18:00:00.000,2023-02-15 18:00:00.000,880.8
3183,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737561,737533,2020-08-24 15:54:43.017,56829,2023-04-18 14:00:00.000,2023-04-18 14:00:00.000,821.0
3184,1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737561,737533,2020-08-24 15:55:05.927,56830,2023-04-19 18:00:00.000,2023-04-19 18:00:00.000,821.0
3185,2851L1R1RAM1014,"2800 3""L4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737561,737505,2020-08-26 07:51:55.017,56748,2023-02-07 14:00:00.000,2023-02-07 14:00:00.000,3026.0
3186,2851L1R1RAM1014,"2800 3""L4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737561,737505,2020-08-26 07:52:14.580,56749,2023-02-04 10:00:00.000,2023-02-04 10:00:00.000,3026.0
3187,1721V9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],737557,737539,2020-08-18 14:15:28.677,56835,2021-05-27 10:00:00.000,2021-05-27 10:00:00.000,311.0
3188,1721V9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],737557,737539,2020-08-18 14:15:58.290,56836,2021-05-28 14:00:00.000,2021-05-28 14:00:00.000,311.0
3189,2842J2R1RFM1010,"2800 2""J3"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737557,737512,2020-08-31 08:18:00.367,56772,2023-03-14 14:00:00.000,2023-03-14 14:00:00.000,1303.5
3190,2842J2R1RFM1010,"2800 2""J3"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737557,737512,2020-08-31 08:18:35.700,56773,2023-03-15 18:00:00.000,2023-03-15 18:00:00.000,1303.5
3191,1827X8M7HFM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737554,737531,2020-08-21 11:58:39.150,56810,2023-04-05 18:00:00.000,2023-04-05 18:00:00.000,532.8
3192,1841X7M7HAM1310,"1800 2""x2.1/2"" BSP(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737554,737554,2020-08-14 14:54:40.840,56882,2021-05-24 18:00:00.000,2021-05-24 18:00:00.000,874.0
3193,2842K2R1RFM1012,"2800 2""K3"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737553,737510,2020-08-13 16:41:14.630,56764,2021-06-14 18:00:00.000,2021-06-14 18:00:00.000,1630.4
3194,1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:30:57.647,56786,2023-05-09 14:00:00.000,2023-05-09 14:00:00.000,330.31
3195,1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:30:42.810,56787,2023-05-10 18:00:00.000,2023-05-10 18:00:00.000,330.31
3196,1717U9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1/2"" AP",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:30:27.963,56788,2023-05-13 10:00:00.000,2023-05-13 10:00:00.000,330.31
3197,1721V9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:30:13.500,56785,2023-05-16 14:00:00.000,2023-05-16 14:00:00.000,355.929
3198,1721V9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:29:43.757,56783,2023-05-20 10:00:00.000,2023-05-20 10:00:00.000,355.929
3199,1721V9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:29:25.590,56784,2023-05-23 14:00:00.000,2023-05-23 14:00:00.000,355.929
3200,1725E9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:31:36.690,56781,2023-05-03 18:00:00.000,2023-05-03 18:00:00.000,386.3845
3201,1725E9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:31:14.610,56782,2023-05-06 10:00:00.000,2023-05-06 10:00:00.000,386.3845
3202,1725E9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737516,2020-08-11 07:30:00.357,56780,2023-05-17 18:00:00.000,2023-05-17 18:00:00.000,386.3845
3203,1736G9M9HAM1325,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737518,2020-08-25 14:54:33.970,56777,2021-05-07 14:00:00.000,2021-05-07 14:00:00.000,545.1135
3204,1736G9M9HAM1325,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737518,2020-08-25 14:55:17.217,56778,2021-05-10 18:00:00.000,2021-05-10 18:00:00.000,545.1135
3205,1736G9M9HAM1325,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737518,2020-08-25 14:55:40.573,56779,2021-05-13 10:00:00.000,2021-05-13 10:00:00.000,545.1135
3206,2637G2R1RAM1012,"2600 1.1/2""G2.1/2"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737550,737512,2020-08-28 10:10:58.243,56761,2023-03-04 10:00:00.000,2023-03-04 10:00:00.000,2691.0
3207,3640VOH1,"VA-10000 2"" BSP H-H punta de eje libre giro horario",1.0,[0. 0. 0. ... 0. 0. 0.],737549,737527,2020-08-11 14:45:06.437,56806,2021-02-16 14:00:00.000,2021-02-16 14:00:00.000,3942.5
3208,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737547,737496,2020-08-21 11:56:12.593,56733,2023-03-21 14:00:00.000,2023-03-21 14:00:00.000,1720.0
3209,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737547,737496,2020-08-21 11:56:31.920,56734,2023-03-22 18:00:00.000,2023-03-22 18:00:00.000,1720.0
3210,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737547,737496,2020-08-21 11:56:56.270,56735,2023-03-25 10:00:00.000,2023-03-25 10:00:00.000,1720.0
3211,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737547,737496,2020-08-21 11:57:14.343,56737,2023-03-28 14:00:00.000,2023-03-28 14:00:00.000,1720.0
3212,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737547,737496,2020-08-21 11:57:33.693,56738,2023-03-29 18:00:00.000,2023-03-29 18:00:00.000,1720.0
3213,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737547,737496,2020-08-21 11:58:58.387,56736,2023-04-08 10:00:00.000,2023-04-08 10:00:00.000,1720.0
3214,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737547,737564,2020-08-24 13:46:35.667,56732,2023-04-12 18:00:00.000,2023-04-12 18:00:00.000,1720.0
3215,3515R3Z1,AC/R-500 BSP H-H Punta eje libre g.indist.,1.0,[0. 0. 0. ... 0. 0. 0.],737547,737532,2020-08-07 14:27:49.670,56827,2021-02-17 18:00:00.000,2021-02-17 18:00:00.000,605.6
3216,3515C3Z1,"AC-500 1/2"" BSP H-H Punta eje libre g.indist.",1.0,[0. 0. 0. ... 0. 0. 0.],737546,737539,2020-08-07 14:28:09.200,56834,2021-02-20 10:00:00.000,2021-02-20 10:00:00.000,683.0
3217,2828D1R1RAM1010,"2800 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737544,737512,2020-08-18 14:19:14.470,56768,2023-04-26 18:00:00.000,2023-04-26 18:00:00.000,770.7
3218,2828D1R1RAM1010,"2800 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737544,737512,2020-08-18 14:19:28.493,56769,2023-04-29 10:00:00.000,2023-04-29 10:00:00.000,770.7
3219,1415X7H7HAM3021,"1400 1/2""x1/2"" BSP(H)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737543,737541,2020-07-31 11:32:01.513,56859,2021-07-02 14:00:00.000,2021-07-02 14:00:00.000,266.9
3220,032542R2R20143 ,"AR-30 1""x1"" A.D.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737541,737524,2020-08-11 14:45:29.487,56744,2021-02-02 14:00:00.000,2021-02-02 14:00:00.000,1108.8
3221,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],737541,737531,2020-08-07 14:28:34.013,56807,2023-05-30 14:00:00.000,2023-05-30 14:00:00.000,482.0
3222,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],737541,737531,2020-08-07 14:28:48.590,56808,2023-05-31 18:00:00.000,2023-05-31 18:00:00.000,482.0
3223,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],737541,737531,2020-08-07 14:29:02.680,56809,2023-06-03 10:00:00.000,2023-06-03 10:00:00.000,482.0
3224,2836F1R1RAM1010,"2800 1.1/2""F2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737541,737502,2020-08-18 14:18:48.813,56747,2023-04-25 14:00:00.000,2023-04-25 14:00:00.000,1023.0
3225,2836F1R1RAM1010,"2800 1.1/2""F2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737541,737502,2020-08-18 14:17:56.740,56746,2023-04-22 10:00:00.000,2023-04-22 10:00:00.000,1023.0
3226,1821X9M9HSM2614,"1800 3/4""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],737540,737510,2020-08-07 14:48:17.433,56765,2023-05-24 18:00:00.000,2023-05-24 18:00:00.000,518.0
3227,1842X8M7HFM1310,"1800 2""x3"" BSPT(M)xBSP(H) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737540,737512,,56770,2021-02-03 18:00:00.000,2021-02-03 18:00:00.000,0.0
3228,1842X8M7HFM1310,"1800 2""x3"" BSPT(M)xBSP(H) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737540,737512,,56771,2021-02-06 10:00:00.000,2021-02-06 10:00:00.000,0.0
3229,1821X8M7HSM1214,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],737537,737513,2020-08-07 14:29:23.270,56776,2023-05-27 10:00:00.000,2023-05-27 10:00:00.000,776.0
3230,1827X8M7HFM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737537,737512,2020-08-13 13:39:28.660,56775,2023-05-02 14:00:00.000,2023-05-02 14:00:00.000,473.6
3231,2851K1R1RSM3110,"2800 3""K4"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],737537,738231,2022-09-08 13:42:51.747,59290,2022-09-08 09:51:30.063,2022-09-08 13:42:38.250,2324.8
3232,2852L2R1RFM1016,"2800 3""L6"" 300(RF)x150(RF) C/Pal",1.0,[0. 0. 0. ... 0. 0. 0.],737537,737524,2020-08-07 14:30:47.137,56710,2021-06-21 18:00:00.000,2021-06-21 18:00:00.000,3368.0
3233,1821X8M7HSM1110,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],737530,737510,2020-08-03 14:10:39.597,56763,2023-06-13 14:00:00.000,2023-06-13 14:00:00.000,662.4
3234,1821X8M7HSM1110,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],737530,737510,2020-08-03 14:11:07.990,56766,2023-06-14 18:00:00.000,2023-06-14 18:00:00.000,662.4
3235,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737527,737488,2020-07-28 15:19:20.230,56695,2021-11-12 14:00:00.000,2021-11-12 14:00:00.000,616.0
3236,1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737527,737488,2020-07-28 15:20:03.277,56696,2021-11-15 18:00:00.000,2021-11-15 18:00:00.000,616.0
3237,1817X8M7HST1310,"1800 1/2""x1"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,[0. 0. 0. ... 0. 0. 0.],737527,737505,2020-07-15 07:32:40.923,56750,2021-10-15 14:00:00.000,2021-10-15 14:00:00.000,414.4
3238,1817X8M7HST1310,"1800 1/2""x1"" BSPT(M)xBSP(H) asiento metal/teflon",1.0,[0. 0. 0. ... 0. 0. 0.],737527,737526,2020-07-16 15:35:42.413,56751,2021-10-21 10:00:00.000,2021-10-21 10:00:00.000,414.4
3239,1827X8M7HAM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737527,737505,2020-07-23 13:51:20.177,56752,2021-10-28 10:00:00.000,2021-10-28 10:00:00.000,448.8
3240,1836X7M7HFM2014,"1800 1.1/2""x2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],737527,737525,2020-07-16 09:20:03.143,56802,2021-10-22 14:00:00.000,2021-10-22 14:00:00.000,0.8
3241,2142J1R1RAM1012,"2100 2""J3"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],737525,737468,2020-08-03 14:11:43.600,56631,2023-06-07 18:00:00.000,2023-06-07 18:00:00.000,1442.0
3242,1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],737524,737505,2020-07-23 13:50:46.670,56753,2021-10-29 14:00:00.000,2021-10-29 14:00:00.000,394.4
3243,1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],737524,737505,2020-07-23 13:49:30.743,56754,2021-11-01 18:00:00.000,2021-11-01 18:00:00.000,394.4
3244,1415X7H7HAM3021,"1400 1/2""x1/2"" BSP(H)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],737523,737502,2020-07-15 07:31:54.197,56742,2021-10-11 18:00:00.000,2021-10-11 18:00:00.000,251.2
